,,,,,,,31Q Plan,,Actual 2022,,,,,Actual 2021,,,,,% Comp. MTD,,% Achiev
Date,Day,Profit name,Patch name,Store code,Start Date,End Date,Sales Target,Accum Sales,Sales,Accu Sales,GC,Accu GC,AC,Sales,Accu Sales,GC,Accu GC,AC,Sales,GC,Sales
